"id","Numéro_questionnaire","Q20_ann_occup","Q11_prof_ville","Ressaltint","Ressaltext","Q11_boiss_bout","Q11_boiss_pluie","Q11_boiss_puits","Q11_boiss_autre","Q11_cafe_bout","Q11_cafe_pluie","Q11_cafe_puits","Q11_cafe_autre","Q11_repas_bout","Q11_repas_pluie","Q11_repas_puits","Q11_repas_autre","Q11_vaiss_bout","Q11_vaiss_pluie","Q11_vaiss_puits","Q11_vaiss_autre","Q11_hyg_bout","Q11_hyg_pluie","Q11_hyg_puits","Q11_hyg_autre","Q11_linge_bout","Q11_linge_pluie","Q11_linge_puits","Q11_linge_autre","Q11_nett_bout","Q11_nett_pluie","Q11_nett_puits","Q11_nett_autre","Q11_WC_bout","Q11_WC_pluie","Q11_WC_puits","Q11_WC_autre","Q11_jard_bout","Q11_jard_pluie","Q11_jard_puits","Q11_jard_autre","Q11_voit_bout","Q11_voit_pluie","Q11_voit_puits","Q11_voit_autre","Q11_ext_bout","Q11_ext_pluie","Q11_ext_puits","Q11_ext_autre","Q11_pisc_bout","Q11_pisc_pluie","Q11_pisc_puits","Q11_pisc_autre","Pondérationprov","Pondérationage","Pondérationstatut","Pondérationstatgeo","Pondérationstatgeocorr","POIDS_GeoStatAgePers1","POIDS_Geo_Stat_AgeP1_AgeL","PondArrEvol","Q1_uti_eau","Q1_conso_eau","Consoeauverif","Diffconseau","PCWC","PCWCTm1only","Q29_cit","CP","Code_postal","Commune","Arr","Arr_group","Province","Distributeur","Q14_stat_occup","Q15_type_log","Q15_autre_type_log","Q17_ann_constr","PeriodeConstr_6classes","PeriodeConstr_Simulateur","Q16_superf_hab","Q16_superf_hab_COR","Q16_superf_hab_COR_CAT","Superf_hab_Nb_Decile","Superf_hab_MoyenneDeDecile","Q16_superf_hab_CATEG","Q18_0_cuis","Q18_1_cuis","Q18_2_cuis","Q18_3plus_cuis","Nb_cuisines","Q18_0_sal","Q18_1_sal","Q18_2_sal","Q18_3plus_sal","Nb_salons","Q18_0_cham","Q18_1_cham","Q18_2_cham","Q18_3plus_cham","Nb_chambres","Q18_0_sdb","Q18_1_sdb","Q18_2_sdb","Q18_3plus_sdb","Nb_SDB","Q18_0_toil","Q18_1_toil","Q18_2_toil","Q18_3plus_toil","Nb_WC","Q11_pisc_ville","Q24_pisc_perm_pres","Q24_pisc_perm_rempl","Q24_pisc_temp_pres","Q24_pisc_temp_rempl","Q11_jard_ville","Q24_cit_pres","Q24_cit_rempl","Puits","Q23_vais_pres","Q23_vais_rempl","Q23_lav_pres","Q23_lav_rempl","Q24_baig_pres","Q24_baig_rempl","Q24_dou_pres","Q24_dou_rempl","Q24_pom_pres","Q24_pom_rempl","Q24_wc_pres","Q24_wc_rempl","Q24_toi_sech_pres","Q24_toi_sech_rempl","NB_PERS_14plus","NB_PERS_moins14","EQUIVAL_ADULTE","NB_PERS","Tmtot","Tmstdard","Q26_pers1_occ","Q26_pers2_occ","Q26_pers3_occ","Q26_pers4_occ","Q26_pers5_occ","Q26_pers6_occ","Q26_pers7_occ","Q26_pers8_occ","Q26_pers9_occ","Q26p1occ","Q26p2occ","Q26p3occ","Q26p4occ","Q26p5occ","Q26p6occ","Q26p7occ","Q26p8occ","Q26p9occ","Q27_inocc","PrésenceDansLog","PrésenceDansLogSemain","Q28_rev","Q26_pers1_naiss","Q26_pers2_naiss","Q26_pers3_naiss","Q26_pers4_naiss","Q26_pers5_naiss","Q26_pers6_naiss","Q26_pers7_naiss","Q26_pers8_naiss","Q26_pers9_naiss","AgeP1","AgeP1_5classes","Q26_pers1_sexe","Q26_pers2_sexe","Q26_pers3_sexe","Q26_pers4_sexe","Q26_pers5_sexe","Q26_pers6_sexe","Q26_pers7_sexe","Q26_pers8_sexe","Q26_pers9_sexe","Q26_pers1_act","Q26_pers2_act","Q26_pers3_act","Q26_pers4_act","Q26_pers5_act","Q26_pers6_act","Q26_pers7_act","Q26_pers8_act","Q26_pers9_act","Q26_pers1_inact","Q26_pers2_inact","Q26_pers3_inact","Q26_pers4_inact","Q26_pers5_inact","Q26_pers6_inact","Q26_pers7_inact","Q26_pers8_inact","Q26_pers9_inact","Q26_pers1_dipl","Q26_pers2_dipl","Q26_pers3_dipl","Q26_pers4_dipl","Q26_pers5_dipl","Q26_pers6_dipl","Q26_pers7_dipl","Q26_pers8_dipl","Q26_pers9_dipl","Dipl_P1_6classes","Q8_fd_eau","Q8_pas_aide","Q10_probl_fact_eau","TauxEffortHydrique","TEH2","TEH3","Q12_conf_eau","Q13_param_eau","Q7_paye_eau","Q7_paye_charg_loc","Q7_eau_1mois","Q7_eau_2mois","Q7_eau_3mois","Q7_eau_6mois","Q7_eau_1an","Factureeau1an","Factureeaucalculée","Q7_charges_1mois","Q7_charges_2mois","Q7_charges_3mois","Q7_charges_6mois","Q7_charges_1an","Q9_compt_budg_eau","Q9_lim_eau","Q9_neant"
47,14128,1977,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,0.5401,0.7775,0.8108,0.474318,0.565347,0.570435,0.9958,"Oui",97,97,0,132.876712,132.876712,"Non",4000,4000,"LIEGE","Liège","Liège","Liège","CILE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",90,90,"Entre 71 et 100 m2","Entre 81 et 90 m2",88,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Oui","Non","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,2,0.961538,1,"Entre 2500 et 2999 €/mois",1943,1945,NA,NA,NA,NA,NA,NA,NA,72,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.41144,"Non","Non","Ni confiant, ni méfiant","calcaire","Tous les 2 mois","Pas usager",NA,105,NA,NA,NA,630,465.775342,NA,NA,NA,NA,NA,"Non","Non","Oui"
48,12131,2008,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,1.6206,0.7775,0.802,0.944756,1.141013,0.820389,0.65,"Oui",80,82.6,-2.6,45.260274,45.260274,"Non",7730,7730,"ESTAIMPUIS","Tournai","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"2006 et ultérieurement","Après 2000","Après 2000",200,200,"Entre 151 et 200 m2","Entre 176 et 200 m2",193,"Plus de 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Non","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",2,3,2.4,5,5,5,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0.980769,1,"Entre 3000 et 3499 €/mois",1977,1979,2005,2008,2008,NA,NA,NA,NA,38,"De 35 à 44 ans","Masculin","Féminin","Féminin","Féminin","Masculin",NA,NA,NA,NA,"Fonctionnaire / Enseignant","Employé du secteur privé","Aucune des catégories précitées","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,"Non concerné","Non concerné","Etudiant/Elève","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Secondaire supérieur général (6ème secondaire)","Primaire/pas de diplôme","Primaire/pas de diplôme","Primaire/pas de diplôme",NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.018365,"Non","Non","Plutot méfiant","pourcentage de pesticides et de nitrate","Tous les 2 mois","Pas usager",NA,95,NA,NA,NA,570,397.16239,NA,NA,NA,NA,NA,"Non","Non","Oui"
50,14087,1983,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",0.7319,0.5401,0.7775,0.554,0.32409,0.386288,0.389764,1.0732,"Oui",38,38,0,NA,104.109589,"Non",1380,1380,"LASNE","Nivelles","Nivelles","Brabant Wallon","IECBW","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",130,130,"Entre 101 et 150 m2","Entre 121 et 130 m2",128,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Non","Non","Oui","Non",2,"Non","Non","Non","Non","Non","Oui","Oui","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non",1,0,1,1,1,0,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,0.923077,1,"Entre 1000 et 1499 €/mois",1941,NA,NA,NA,NA,NA,NA,NA,NA,74,"65 ans ou plus","Masculin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,NA,"Universitaire",NA,NA,NA,NA,NA,NA,NA,NA,"Universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.128299,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,40,NA,NA,160,169.2449,NA,NA,NA,NA,NA,"Non","Non","Oui"
51,7928,2015,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1,2.2034,2.1718,2.1718,2.1718,1.95462,0.8574,"Oui",0,3.21,-3.21,NA,NA,"Non",7110,7110,"LA LOUVIERE","Soignies","Soignies","Hainaut","SWDE","Locataire auprès du secteur privé","Appartement ou studio",NA,"Entre 1971 et 1980","Entre 1971 et 1990","de 78 à 82",90,90,"Entre 71 et 100 m2","Entre 81 et 90 m2",88,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Oui","Non","Non","Non",0,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Oui","Non","Non","""Non""","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non","Oui","Je ne suis pas un usager/je ne reçois pas de facture",NA,NA,NA,"Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,55,NA,NA,220,115.534939,NA,NA,NA,NA,NA,"Non","Non","Oui"
53,11295,1998,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,1.1116,0.7775,0.8108,0.955122,0.813573,0.584959,0.8676,"Oui",39,162.56,-123.56,111.342466,111.342466,"Non",4260,4260,"BRAIVES","Waremme","Huy/Waremme","Liège","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison 4 façades",NA,"Entre 1991 et 2000","Entre 1991 et 2000","de 89 à 2000",160,160,"Entre 151 et 200 m2","Entre 151 et 175 m2",165,"131 à 175 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Non","Non","Oui",3,"Non","Non","Oui","Non",2,"Oui","Non","Non","Oui","Non","Non","Non","Non","""Non""","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non",4,0,2.5,4,4,4,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,1,1,"Entre 2500 et 2999 €/mois",1963,1957,1993,1991,NA,NA,NA,NA,NA,52,"De 45 à 54 ans","Masculin","Masculin","Féminin","Féminin",NA,NA,NA,NA,NA,"Employé du secteur privé","Sans emploi rémunéré","Indépendant","Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,"Non concerné","Demandeur d'emploi","Non concerné","Non concerné",NA,NA,NA,NA,NA,"Supérieur non universitaire","Secondaire inférieur (3ème secondaire)","Supérieur non universitaire","Universitaire",NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",2.327845,"Oui","Non","Confiant",NA,"Pas usager","Pas usager",NA,NA,NA,NA,NA,NA,768.188784,NA,NA,NA,NA,NA,"Non","Non","Oui"
54,10602,2001,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non",1.0621,0.6851,0.7775,0.802,0.802,0.804743,0.724269,0.9655,"Oui",15,15.27,-0.27,41.835616,41.835616,"Non",7811,7811,"ATH","Ath","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Maison 4 façades",NA,"Entre 1971 et 1980","Entre 1971 et 1990","de 78 à 82",121,121,"Entre 101 et 150 m2","Entre 121 et 130 m2",128,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Oui","Non","""Oui""","Non","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,"Entre 1000 et 1499 €/mois",1951,NA,NA,NA,NA,NA,NA,NA,NA,64,"De 55 à 64 ans","Masculin",NA,NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,NA,"En incapacité maladie/ invaldité",NA,NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.882942,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,34,NA,NA,136,132.44125,NA,NA,NA,NA,NA,"Non","Non","Oui"
55,5478,2014,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,4.9118,2.2034,2.1718,2.1718,5.977032,4.297486,1.0264,"Oui",40,71.57,-31.57,196.082192,196.082192,"Non",6150,6150,"ANDERLUES","Thuin","Thuin","Hainaut","SWDE","Locataire auprès du logement social ou public","Appartement ou studio",NA,"Entre 2001 et 2005","Après 2000","Après 2000",50,50,"Entre 41 et 70 m2","Entre 20 et 64 m2",51,"64 m² et moins","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Non","Non","Oui","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,"Entre 500 et 999 €/mois",1994,NA,NA,NA,NA,NA,NA,NA,NA,21,"Moins de 35 ans","Masculin",NA,NA,NA,NA,NA,NA,NA,NA,"Sans emploi rémunéré",NA,NA,NA,NA,NA,NA,NA,NA,"Demandeur d'emploi",NA,NA,NA,NA,NA,NA,NA,NA,"Primaire/pas de diplôme",NA,NA,NA,NA,NA,NA,NA,NA,"Primaire/pas de diplôme","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",3.844239,"Oui","Oui","Je n'ai pas d'avis",NA,"Tous les 3 mois","Pas usager",NA,NA,80,NA,NA,320,345.981536,NA,NA,NA,NA,NA,"Non","Non","Oui"
56,4439,2013,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,4.9118,0.7775,0.8108,0.8108,1.082134,1.091873,1.2639,"Oui",40,42,-2,76.712329,115.068493,"Non",4830,4830,"LIMBOURG","Verviers","Verviers","Liège","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison jumelée (3 façades)",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",102,102,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Oui","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non",2,0,1.5,2,2,1.5,"Toute la semaine","La moitié de la semaine ou plus",NA,NA,NA,NA,NA,NA,NA,1,0.5,0,0,0,0,0,0,0,3,0.942308,1,"Entre 2000 et 2499 €/mois",1986,1987,NA,NA,NA,NA,NA,NA,NA,29,"Moins de 35 ans","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Employé du secteur privé","Fonctionnaire / Enseignant",NA,NA,NA,NA,NA,NA,NA,"Non concerné","Non concerné",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Supérieur non universitaire",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",0.773231,"Non","Non","Confiant",NA,"Tous les mois","Pas usager",40,NA,NA,NA,NA,480,208.7723,NA,NA,NA,NA,NA,"Non","Non","Oui"
57,9368,1995,"Non","Non","oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non",1.0621,1.0665,0.7775,0.802,0.944756,0.804743,0.901312,0.9655,"Oui",140,141.36,-1.36,77.457534,77.457534,"Non",7950,7950,"CHIEVRES","Ath","Ath/Mouscron/Tournai","Hainaut","SWDE","Propriétaire qui rembourse un crédit hypothécaire","Maison mitoyenne (2 façades)",NA,"Entre 1919 et 1945","Entre 1919 et 1945","Avant 1975",105,105,"Entre 101 et 150 m2","Entre 101 et 120 m2",115,"101 à 130 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Oui",3,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Non","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",4,1,2.8,5,5,5,"Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine","Toute la semaine",NA,NA,NA,NA,1,1,1,1,1,0,0,0,0,2,0.961538,1,"Entre 3000 et 3499 €/mois",1967,1970,1996,2001,2004,NA,NA,NA,NA,48,"De 45 à 54 ans","Masculin","Féminin","Masculin","Masculin","Féminin",NA,NA,NA,NA,"Fonctionnaire / Enseignant","Aucune des catégories précitées","Aucune des catégories précitées","Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,"Non concerné","Femme/homme au foyer","Etudiant/Elève","Etudiant/Elève","Etudiant/Elève",NA,NA,NA,NA,"Supérieur non universitaire","Secondaire supérieur général (6ème secondaire)",NA,NA,NA,NA,NA,NA,NA,"Supérieur non universitaire","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.717481,"Non","Non","Confiant",NA,"Tous les 3 mois","Pas usager",NA,NA,200,NA,NA,800,669.817604,NA,NA,NA,NA,NA,"Non","Non","Oui"
58,5641,2008,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0934,0.5401,0.7775,0.8108,0.474318,0.565347,0.406484,0.9958,"Oui",77,77,0,105.479452,105.479452,"Non",4430,4430,"ANS","Liège","Liège","Liège","CILE","Propriétaire qui ne rembourse pas ou plus de crédit hypothécaire","Appartement ou studio",NA,"2006 et ultérieurement","Après 2000","Après 2000",90,90,"Entre 71 et 100 m2","Entre 81 et 90 m2",88,"de 81 à 100 m²","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Oui","Non",2,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Oui","Non","Oui","Non","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","Non",2,0,1.5,2,2,2,"Toute la semaine","Toute la semaine",NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,1,1,"Entre 2500 et 2999 €/mois",1944,1951,NA,NA,NA,NA,NA,NA,NA,71,"65 ans ou plus","Masculin","Féminin",NA,NA,NA,NA,NA,NA,NA,"Aucune des catégories précitées","Aucune des catégories précitées",NA,NA,NA,NA,NA,NA,NA,"(Pré)pensionné","(Pré)pensionné",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Technique",NA,NA,NA,NA,NA,NA,NA,"Secondaire supérieur général (6ème secondaire)","Non","Oui","Non, j'ai toujours pu payer ma facture à temps",1.129153,"Non","Non","Plutot méfiant","Le calcaire","Tous les 3 mois","Pas usager",NA,NA,94,NA,NA,376,372.620422,NA,NA,NA,NA,NA,"Non","Non","Oui"
59,2437,2012,"Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",1.0621,1.5859,2.2034,2.1718,2.55838,2.898593,2.92468,0.8909,"Oui",50,50.23,-0.23,137.616438,137.616438,"Non",6043,6043,"CHARLEROI","Charleroi","Charleroi","Hainaut","SWDE","Locataire auprès du secteur privé","Appartement ou studio",NA,"Entre 1946 et 1970","Entre 1946 et 1970","Avant 1975",50,50,"Entre 41 et 70 m2","Entre 20 et 64 m2",51,"64 m² et moins","Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Oui","Non","Non",1,"Non","Non","Non","Non","Non","Non","Non","Non","""Non""","Non","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non","Oui","Oui","Non","Non",1,0,1,1,1,1,"Toute la semaine",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0.980769,1,"Entre 1000 et 1499 €/mois",1985,NA,NA,NA,NA,NA,NA,NA,NA,30,"Moins de 35 ans","Féminin",NA,NA,NA,NA,NA,NA,NA,NA,"Employé du secteur privé",NA,NA,NA,NA,NA,NA,NA,NA,"Non concerné",NA,NA,NA,NA,NA,NA,NA,NA,"Professionnel",NA,NA,NA,NA,NA,NA,NA,NA,"Professionnel/Technique","Non","Oui","Oui c'est déjà arrivé que je ne puisse pas payer ma facture à temps",1.646405,"Non","Non","Plutot méfiant","Trop de calcaire dans l 'eau cela ce vois à l 'œil nu","Tous les 3 mois","Pas usager",NA,NA,57,NA,NA,228,246.960735,NA,NA,NA,NA,NA,"Non","Non","Oui"
